mapping_id,asset_id_a,asset_id_b,symbol_a,symbol_b,name_a,name_b,asset_type_a,asset_type_b,exchange_a,exchange_b,underlying_group,relation_type,strategy_type,market_relation,tradable_check,direction_supported,long_short_note,mapping_confidence,data_source_1,data_source_2,source_status,notes
ETF_INDEX_ETF_SSE_510380_INDEX_CSI300,ETF_SSE_510380,INDEX_CSI300,510380,000300,沪深300ETF国寿,沪深300,ETF,INDEX,SSE,SSE,CSI300,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510390_INDEX_CSI300,ETF_SSE_510390,INDEX_CSI300,510390,000300,沪深300ETF平安,沪深300,ETF,INDEX,SSE,SSE,CSI300,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510430_INDEX_SSE50,ETF_SSE_510430,INDEX_SSE50,510430,000016,50等权ETF(退市),上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510440_INDEX_CSI500,ETF_SSE_510440,INDEX_CSI500,510440,000905,500沪市ETF(退市),中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510500_INDEX_CSI500,ETF_SSE_510500,INDEX_CSI500,510500,000905,中证500ETF南方,中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510510_INDEX_CSI500,ETF_SSE_510510,INDEX_CSI500,510510,000905,中证500ETF广发,中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510530_INDEX_CSI500,ETF_SSE_510530,INDEX_CSI500,510530,000905,中证500ETF工银,中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510550_INDEX_CSI500,ETF_SSE_510550,INDEX_CSI500,510550,000905,中证500ETF方正富邦,中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510560_INDEX_CSI500,ETF_SSE_510560,INDEX_CSI500,510560,000905,中证500ETF国寿,中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510570_INDEX_CSI500,ETF_SSE_510570,INDEX_CSI500,510570,000905,中证500ETF兴业,中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510580_INDEX_CSI500,ETF_SSE_510580,INDEX_CSI500,510580,000905,中证500ETF易方达,中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510590_INDEX_CSI500,ETF_SSE_510590,INDEX_CSI500,510590,000905,中证500ETF平安,中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510600_INDEX_SSE50,ETF_SSE_510600,INDEX_SSE50,510600,000016,上证50ETF申万菱信,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510680_INDEX_SSE50,ETF_SSE_510680,INDEX_SSE50,510680,000016,上证50ETF万家,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510710_INDEX_SSE50,ETF_SSE_510710,INDEX_SSE50,510710,000016,上证50ETF博时,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510720_INDEX_SSE_DIVIDEND,ETF_SSE_510720,INDEX_SSE_DIVIDEND,510720,000015,红利国企ETF国泰,红利指数,ETF,INDEX,SSE,SSE,SSE_DIVIDEND,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510800_INDEX_SSE50,ETF_SSE_510800,INDEX_SSE50,510800,000016,上证50ETF建信,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510850_INDEX_SSE50,ETF_SSE_510850,INDEX_SSE50,510850,000016,上证50ETF工银,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510860_INDEX_SSE50,ETF_SSE_510860,INDEX_SSE50,510860,000016,兴业上证50ETF(退市),上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510880_INDEX_SSE_DIVIDEND,ETF_SSE_510880,INDEX_SSE_DIVIDEND,510880,000015,红利ETF华泰柏瑞,红利指数,ETF,INDEX,SSE,SSE,SSE_DIVIDEND,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510890_INDEX_SSE_DIVIDEND,ETF_SSE_510890,INDEX_SSE_DIVIDEND,510890,000015,红利低波ETF(退市),红利指数,ETF,INDEX,SSE,SSE,SSE_DIVIDEND,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_510950_INDEX_SSE50,ETF_SSE_510950,INDEX_SSE50,510950,000016,上证50ETF广发,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_512010_INDEX_CSI300,ETF_SSE_512010,INDEX_CSI300,512010,000300,医药ETF易方达,沪深300,ETF,INDEX,SSE,SSE,CSI300,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_512070_INDEX_CSI300,ETF_SSE_512070,INDEX_CSI300,512070,000300,证券保险ETF易方达,沪深300,ETF,INDEX,SSE,SSE,CSI300,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_512100_INDEX_CSI1000,ETF_SSE_512100,INDEX_CSI1000,512100,000852,中证1000ETF南方,中证1000,ETF,INDEX,SSE,SSE,CSI1000,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_512150_INDEX_SSE50,ETF_SSE_512150,INDEX_SSE50,512150,000016,富时A50ETF汇安,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_512240_INDEX_SSE50,ETF_SSE_512240,INDEX_SSE50,512240,000016,A50ETF鹏华,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_512250_INDEX_SSE50,ETF_SSE_512250,INDEX_SSE50,512250,000016,A50ETF招商,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_512260_INDEX_CSI500,ETF_SSE_512260,INDEX_CSI500,512260,000905,中证500低波动ETF华安,中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_512270_INDEX_CSI300,ETF_SSE_512270,INDEX_CSI300,512270,000300,沪深300低波ETF(退市),沪深300,ETF,INDEX,SSE,SSE,CSI300,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_512300_INDEX_CSI500,ETF_SSE_512300,INDEX_CSI500,512300,000905,医药ETF基金(退市),中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_512310_INDEX_CSI500,ETF_SSE_512310,INDEX_CSI500,512310,000905,工业ETF(退市),中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_512330_INDEX_CSI500,ETF_SSE_512330,INDEX_CSI500,512330,000905,信息科技ETF南方,中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_512340_INDEX_CSI500,ETF_SSE_512340,INDEX_CSI500,512340,000905,原材料ETF(退市),中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_512500_INDEX_CSI500,ETF_SSE_512500,INDEX_CSI500,512500,000905,中证500ETF华夏,中证500,ETF,INDEX,SSE,SSE,CSI500,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
